Country/Region,Lat,Long,Province/State,confirmed,date,deaths,recovered
Afghanistan,33.0,65.0,,0,2020-01-22,0,0
Afghanistan,33.0,65.0,,0,2020-01-23,0,0
Afghanistan,33.0,65.0,,0,2020-01-24,0,0
Afghanistan,33.0,65.0,,0,2020-01-25,0,0
Afghanistan,33.0,65.0,,0,2020-01-26,0,0
Afghanistan,33.0,65.0,,0,2020-01-27,0,0
Afghanistan,33.0,65.0,,0,2020-01-28,0,0
Afghanistan,33.0,65.0,,0,2020-01-29,0,0
Afghanistan,33.0,65.0,,0,2020-01-30,0,0
Afghanistan,33.0,65.0,,0,2020-01-31,0,0
Afghanistan,33.0,65.0,,0,2020-02-01,0,0
Afghanistan,33.0,65.0,,0,2020-02-02,0,0
Afghanistan,33.0,65.0,,0,2020-02-03,0,0
Afghanistan,33.0,65.0,,0,2020-02-04,0,0
Afghanistan,33.0,65.0,,0,2020-02-05,0,0
Afghanistan,33.0,65.0,,0,2020-02-06,0,0
Afghanistan,33.0,65.0,,0,2020-02-07,0,0
Afghanistan,33.0,65.0,,0,2020-02-08,0,0
Afghanistan,33.0,65.0,,0,2020-02-09,0,0
Afghanistan,33.0,65.0,,0,2020-02-10,0,0
Afghanistan,33.0,65.0,,0,2020-02-11,0,0
Afghanistan,33.0,65.0,,0,2020-02-12,0,0
Afghanistan,33.0,65.0,,0,2020-02-13,0,0
Afghanistan,33.0,65.0,,0,2020-02-14,0,0
Afghanistan,33.0,65.0,,0,2020-02-15,0,0
Afghanistan,33.0,65.0,,0,2020-02-16,0,0
Afghanistan,33.0,65.0,,0,2020-02-17,0,0
Afghanistan,33.0,65.0,,0,2020-02-18,0,0
Afghanistan,33.0,65.0,,0,2020-02-19,0,0
Afghanistan,33.0,65.0,,0,2020-02-20,0,0
Afghanistan,33.0,65.0,,0,2020-02-21,0,0
Afghanistan,33.0,65.0,,0,2020-02-22,0,0
Afghanistan,33.0,65.0,,0,2020-02-23,0,0
Afghanistan,33.0,65.0,,1,2020-02-24,0,0
Afghanistan,33.0,65.0,,1,2020-02-25,0,0
Afghanistan,33.0,65.0,,1,2020-02-26,0,0
Afghanistan,33.0,65.0,,1,2020-02-27,0,0
Afghanistan,33.0,65.0,,1,2020-02-28,0,0
Afghanistan,33.0,65.0,,1,2020-02-29,0,0
Afghanistan,33.0,65.0,,1,2020-03-01,0,0
Afghanistan,33.0,65.0,,1,2020-03-02,0,0
Afghanistan,33.0,65.0,,1,2020-03-03,0,0
Afghanistan,33.0,65.0,,1,2020-03-04,0,0
Afghanistan,33.0,65.0,,1,2020-03-05,0,0
Afghanistan,33.0,65.0,,1,2020-03-06,0,0
Afghanistan,33.0,65.0,,1,2020-03-07,0,0
Afghanistan,33.0,65.0,,4,2020-03-08,0,0
Afghanistan,33.0,65.0,,4,2020-03-09,0,0
Afghanistan,33.0,65.0,,5,2020-03-10,0,0
Afghanistan,33.0,65.0,,7,2020-03-11,0,0
Afghanistan,33.0,65.0,,7,2020-03-12,0,0
Afghanistan,33.0,65.0,,7,2020-03-13,0,0
Afghanistan,33.0,65.0,,11,2020-03-14,0,0
Afghanistan,33.0,65.0,,16,2020-03-15,0,0
Afghanistan,33.0,65.0,,21,2020-03-16,0,1
Afghanistan,33.0,65.0,,22,2020-03-17,0,1
Afghanistan,33.0,65.0,,22,2020-03-18,0,1
Afghanistan,33.0,65.0,,22,2020-03-19,0,1
Afghanistan,33.0,65.0,,24,2020-03-20,0,1
Afghanistan,33.0,65.0,,24,2020-03-21,0,1
Afghanistan,33.0,65.0,,40,2020-03-22,1,1
Afghanistan,33.0,65.0,,40,2020-03-23,1,1
Afghanistan,33.0,65.0,,74,2020-03-24,1,1
Afghanistan,33.0,65.0,,84,2020-03-25,2,2
Afghanistan,33.0,65.0,,94,2020-03-26,4,2
Afghanistan,33.0,65.0,,110,2020-03-27,4,2
Afghanistan,33.0,65.0,,110,2020-03-28,4,2
Afghanistan,33.0,65.0,,120,2020-03-29,4,2
Afghanistan,33.0,65.0,,170,2020-03-30,4,2
Afghanistan,33.0,65.0,,174,2020-03-31,4,5
Afghanistan,33.0,65.0,,237,2020-04-01,4,5
Afghanistan,33.0,65.0,,273,2020-04-02,6,10
Afghanistan,33.0,65.0,,281,2020-04-03,6,10
Afghanistan,33.0,65.0,,299,2020-04-04,7,10
Afghanistan,33.0,65.0,,349,2020-04-05,7,15
Afghanistan,33.0,65.0,,367,2020-04-06,11,18
Afghanistan,33.0,65.0,,423,2020-04-07,14,18
Afghanistan,33.0,65.0,,444,2020-04-08,14,29
Afghanistan,33.0,65.0,,484,2020-04-09,15,32
Albania,41.153,20.168,,0,2020-01-22,0,0
Albania,41.153,20.168,,0,2020-01-23,0,0
Albania,41.153,20.168,,0,2020-01-24,0,0
Albania,41.153,20.168,,0,2020-01-25,0,0
Albania,41.153,20.168,,0,2020-01-26,0,0
Albania,41.153,20.168,,0,2020-01-27,0,0
Albania,41.153,20.168,,0,2020-01-28,0,0
Albania,41.153,20.168,,0,2020-01-29,0,0
Albania,41.153,20.168,,0,2020-01-30,0,0
Albania,41.153,20.168,,0,2020-01-31,0,0
Albania,41.153,20.168,,0,2020-02-01,0,0
Albania,41.153,20.168,,0,2020-02-02,0,0
Albania,41.153,20.168,,0,2020-02-03,0,0
Albania,41.153,20.168,,0,2020-02-04,0,0
Albania,41.153,20.168,,0,2020-02-05,0,0
Albania,41.153,20.168,,0,2020-02-06,0,0
Albania,41.153,20.168,,0,2020-02-07,0,0
Albania,41.153,20.168,,0,2020-02-08,0,0
Albania,41.153,20.168,,0,2020-02-09,0,0
Albania,41.153,20.168,,0,2020-02-10,0,0
Albania,41.153,20.168,,0,2020-02-11,0,0
Albania,41.153,20.168,,0,2020-02-12,0,0
Albania,41.153,20.168,,0,2020-02-13,0,0
Albania,41.153,20.168,,0,2020-02-14,0,0
Albania,41.153,20.168,,0,2020-02-15,0,0
Albania,41.153,20.168,,0,2020-02-16,0,0
Albania,41.153,20.168,,0,2020-02-17,0,0
Albania,41.153,20.168,,0,2020-02-18,0,0
Albania,41.153,20.168,,0,2020-02-19,0,0
Albania,41.153,20.168,,0,2020-02-20,0,0
Albania,41.153,20.168,,0,2020-02-21,0,0
Albania,41.153,20.168,,0,2020-02-22,0,0
Albania,41.153,20.168,,0,2020-02-23,0,0
Albania,41.153,20.168,,0,2020-02-24,0,0
Albania,41.153,20.168,,0,2020-02-25,0,0
Albania,41.153,20.168,,0,2020-02-26,0,0
Albania,41.153,20.168,,0,2020-02-27,0,0
Albania,41.153,20.168,,0,2020-02-28,0,0
Albania,41.153,20.168,,0,2020-02-29,0,0
Albania,41.153,20.168,,0,2020-03-01,0,0
Albania,41.153,20.168,,0,2020-03-02,0,0
Albania,41.153,20.168,,0,2020-03-03,0,0
Albania,41.153,20.168,,0,2020-03-04,0,0
Albania,41.153,20.168,,0,2020-03-05,0,0
Albania,41.153,20.168,,0,2020-03-06,0,0
Albania,41.153,20.168,,0,2020-03-07,0,0
Albania,41.153,20.168,,0,2020-03-08,0,0
Albania,41.153,20.168,,2,2020-03-09,0,0
Albania,41.153,20.168,,10,2020-03-10,0,0
Albania,41.153,20.168,,12,2020-03-11,1,0
Albania,41.153,20.168,,23,2020-03-12,1,0
Albania,41.153,20.168,,33,2020-03-13,1,0
Albania,41.153,20.168,,38,2020-03-14,1,0
Albania,41.153,20.168,,42,2020-03-15,1,0
Albania,41.153,20.168,,51,2020-03-16,1,0
Albania,41.153,20.168,,55,2020-03-17,1,0
Albania,41.153,20.168,,59,2020-03-18,2,0
Albania,41.153,20.168,,64,2020-03-19,2,0
Albania,41.153,20.168,,70,2020-03-20,2,0
Albania,41.153,20.168,,76,2020-03-21,2,2
Albania,41.153,20.168,,89,2020-03-22,2,2
Albania,41.153,20.168,,104,2020-03-23,4,2
Albania,41.153,20.168,,123,2020-03-24,5,10
Albania,41.153,20.168,,146,2020-03-25,5,17
Albania,41.153,20.168,,174,2020-03-26,6,17
Albania,41.153,20.168,,186,2020-03-27,8,31
Albania,41.153,20.168,,197,2020-03-28,10,31
Albania,41.153,20.168,,212,2020-03-29,10,33
Albania,41.153,20.168,,223,2020-03-30,11,44
Albania,41.153,20.168,,243,2020-03-31,15,52
Albania,41.153,20.168,,259,2020-04-01,15,67
Albania,41.153,20.168,,277,2020-04-02,16,76
Albania,41.153,20.168,,304,2020-04-03,17,89
Albania,41.153,20.168,,333,2020-04-04,20,99
Albania,41.153,20.168,,361,2020-04-05,20,104
Albania,41.153,20.168,,377,2020-04-06,21,116
Albania,41.153,20.168,,383,2020-04-07,22,131
Albania,41.153,20.168,,400,2020-04-08,22,154
Albania,41.153,20.168,,409,2020-04-09,23,165
Algeria,28.034,1.66,,0,2020-01-22,0,0
Algeria,28.034,1.66,,0,2020-01-23,0,0
Algeria,28.034,1.66,,0,2020-01-24,0,0
Algeria,28.034,1.66,,0,2020-01-25,0,0
Algeria,28.034,1.66,,0,2020-01-26,0,0
Algeria,28.034,1.66,,0,2020-01-27,0,0
Algeria,28.034,1.66,,0,2020-01-28,0,0
Algeria,28.034,1.66,,0,2020-01-29,0,0
Algeria,28.034,1.66,,0,2020-01-30,0,0
Algeria,28.034,1.66,,0,2020-01-31,0,0
Algeria,28.034,1.66,,0,2020-02-01,0,0
Algeria,28.034,1.66,,0,2020-02-02,0,0
Algeria,28.034,1.66,,0,2020-02-03,0,0
Algeria,28.034,1.66,,0,2020-02-04,0,0
Algeria,28.034,1.66,,0,2020-02-05,0,0
Algeria,28.034,1.66,,0,2020-02-06,0,0
Algeria,28.034,1.66,,0,2020-02-07,0,0
Algeria,28.034,1.66,,0,2020-02-08,0,0
Algeria,28.034,1.66,,0,2020-02-09,0,0
Algeria,28.034,1.66,,0,2020-02-10,0,0
Algeria,28.034,1.66,,0,2020-02-11,0,0
Algeria,28.034,1.66,,0,2020-02-12,0,0
Algeria,28.034,1.66,,0,2020-02-13,0,0
Algeria,28.034,1.66,,0,2020-02-14,0,0
Algeria,28.034,1.66,,0,2020-02-15,0,0
Algeria,28.034,1.66,,0,2020-02-16,0,0
Algeria,28.034,1.66,,0,2020-02-17,0,0
Algeria,28.034,1.66,,0,2020-02-18,0,0
Algeria,28.034,1.66,,0,2020-02-19,0,0
Algeria,28.034,1.66,,0,2020-02-20,0,0
Algeria,28.034,1.66,,0,2020-02-21,0,0
Algeria,28.034,1.66,,0,2020-02-22,0,0
Algeria,28.034,1.66,,0,2020-02-23,0,0
Algeria,28.034,1.66,,0,2020-02-24,0,0
Algeria,28.034,1.66,,1,2020-02-25,0,0
Algeria,28.034,1.66,,1,2020-02-26,0,0
Algeria,28.034,1.66,,1,2020-02-27,0,0
Algeria,28.034,1.66,,1,2020-02-28,0,0
Algeria,28.034,1.66,,1,2020-02-29,0,0
Algeria,28.034,1.66,,1,2020-03-01,0,0
Algeria,28.034,1.66,,3,2020-03-02,0,0
Algeria,28.034,1.66,,5,2020-03-03,0,0
Algeria,28.034,1.66,,12,2020-03-04,0,0
Algeria,28.034,1.66,,12,2020-03-05,0,0
Algeria,28.034,1.66,,17,2020-03-06,0,0
Algeria,28.034,1.66,,17,2020-03-07,0,0
Algeria,28.034,1.66,,19,2020-03-08,0,0
Algeria,28.034,1.66,,20,2020-03-09,0,0
Algeria,28.034,1.66,,20,2020-03-10,0,0
Algeria,28.034,1.66,,20,2020-03-11,0,0
Algeria,28.034,1.66,,24,2020-03-12,1,8
Algeria,28.034,1.66,,26,2020-03-13,2,8
Algeria,28.034,1.66,,37,2020-03-14,3,12
Algeria,28.034,1.66,,48,2020-03-15,4,12
Algeria,28.034,1.66,,54,2020-03-16,4,12
Algeria,28.034,1.66,,60,2020-03-17,4,12
Algeria,28.034,1.66,,74,2020-03-18,7,12
Algeria,28.034,1.66,,87,2020-03-19,9,32
Algeria,28.034,1.66,,90,2020-03-20,11,32
Algeria,28.034,1.66,,139,2020-03-21,15,32
Algeria,28.034,1.66,,201,2020-03-22,17,65
Algeria,28.034,1.66,,230,2020-03-23,17,65
Algeria,28.034,1.66,,264,2020-03-24,19,24
Algeria,28.034,1.66,,302,2020-03-25,21,65
Algeria,28.034,1.66,,367,2020-03-26,25,29
Algeria,28.034,1.66,,409,2020-03-27,26,29
Algeria,28.034,1.66,,454,2020-03-28,29,31
Algeria,28.034,1.66,,511,2020-03-29,31,31
Algeria,28.034,1.66,,584,2020-03-30,35,37
Algeria,28.034,1.66,,716,2020-03-31,44,46
Algeria,28.034,1.66,,847,2020-04-01,58,61
Algeria,28.034,1.66,,986,2020-04-02,86,61
Algeria,28.034,1.66,,1171,2020-04-03,105,62
Algeria,28.034,1.66,,1251,2020-04-04,130,90
Algeria,28.034,1.66,,1320,2020-04-05,152,90
Algeria,28.034,1.66,,1423,2020-04-06,173,90
Algeria,28.034,1.66,,1468,2020-04-07,193,113
Algeria,28.034,1.66,,1572,2020-04-08,205,237
Algeria,28.034,1.66,,1666,2020-04-09,235,347
Andorra,42.506,1.522,,0,2020-01-22,0,0
Andorra,42.506,1.522,,0,2020-01-23,0,0
Andorra,42.506,1.522,,0,2020-01-24,0,0
Andorra,42.506,1.522,,0,2020-01-25,0,0
Andorra,42.506,1.522,,0,2020-01-26,0,0
Andorra,42.506,1.522,,0,2020-01-27,0,0
Andorra,42.506,1.522,,0,2020-01-28,0,0
Andorra,42.506,1.522,,0,2020-01-29,0,0
Andorra,42.506,1.522,,0,2020-01-30,0,0
Andorra,42.506,1.522,,0,2020-01-31,0,0
Andorra,42.506,1.522,,0,2020-02-01,0,0
Andorra,42.506,1.522,,0,2020-02-02,0,0
Andorra,42.506,1.522,,0,2020-02-03,0,0
Andorra,42.506,1.522,,0,2020-02-04,0,0
Andorra,42.506,1.522,,0,2020-02-05,0,0
Andorra,42.506,1.522,,0,2020-02-06,0,0
Andorra,42.506,1.522,,0,2020-02-07,0,0
Andorra,42.506,1.522,,0,2020-02-08,0,0
Andorra,42.506,1.522,,0,2020-02-09,0,0
Andorra,42.506,1.522,,0,2020-02-10,0,0
Andorra,42.506,1.522,,0,2020-02-11,0,0
Andorra,42.506,1.522,,0,2020-02-12,0,0
Andorra,42.506,1.522,,0,2020-02-13,0,0
Andorra,42.506,1.522,,0,2020-02-14,0,0
Andorra,42.506,1.522,,0,2020-02-15,0,0
Andorra,42.506,1.522,,0,2020-02-16,0,0
Andorra,42.506,1.522,,0,2020-02-17,0,0
Andorra,42.506,1.522,,0,2020-02-18,0,0
Andorra,42.506,1.522,,0,2020-02-19,0,0
Andorra,42.506,1.522,,0,2020-02-20,0,0
Andorra,42.506,1.522,,0,2020-02-21,0,0
Andorra,42.506,1.522,,0,2020-02-22,0,0
Andorra,42.506,1.522,,0,2020-02-23,0,0
Andorra,42.506,1.522,,0,2020-02-24,0,0
Andorra,42.506,1.522,,0,2020-02-25,0,0
Andorra,42.506,1.522,,0,2020-02-26,0,0
Andorra,42.506,1.522,,0,2020-02-27,0,0
Andorra,42.506,1.522,,0,2020-02-28,0,0
Andorra,42.506,1.522,,0,2020-02-29,0,0
Andorra,42.506,1.522,,0,2020-03-01,0,0
Andorra,42.506,1.522,,1,2020-03-02,0,0
Andorra,42.506,1.522,,1,2020-03-03,0,0
Andorra,42.506,1.522,,1,2020-03-04,0,0
Andorra,42.506,1.522,,1,2020-03-05,0,0
Andorra,42.506,1.522,,1,2020-03-06,0,0
Andorra,42.506,1.522,,1,2020-03-07,0,0
Andorra,42.506,1.522,,1,2020-03-08,0,0
Andorra,42.506,1.522,,1,2020-03-09,0,0
Andorra,42.506,1.522,,1,2020-03-10,0,0
Andorra,42.506,1.522,,1,2020-03-11,0,0
Andorra,42.506,1.522,,1,2020-03-12,0,1
Andorra,42.506,1.522,,1,2020-03-13,0,0
Andorra,42.506,1.522,,1,2020-03-14,0,1
Andorra,42.506,1.522,,1,2020-03-15,0,1
Andorra,42.506,1.522,,2,2020-03-16,0,1
Andorra,42.506,1.522,,39,2020-03-17,0,1
Andorra,42.506,1.522,,39,2020-03-18,0,1
Andorra,42.506,1.522,,53,2020-03-19,0,1
Andorra,42.506,1.522,,75,2020-03-20,0,1
Andorra,42.506,1.522,,88,2020-03-21,0,1
Andorra,42.506,1.522,,113,2020-03-22,1,1
Andorra,42.506,1.522,,133,2020-03-23,1,1
Andorra,42.506,1.522,,164,2020-03-24,1,1
Andorra,42.506,1.522,,188,2020-03-25,1,1
Andorra,42.506,1.522,,224,2020-03-26,3,1
Andorra,42.506,1.522,,267,2020-03-27,3,1
Andorra,42.506,1.522,,308,2020-03-28,3,1
Andorra,42.506,1.522,,334,2020-03-29,6,1
Andorra,42.506,1.522,,370,2020-03-30,8,10
Andorra,42.506,1.522,,376,2020-03-31,12,10
Andorra,42.506,1.522,,390,2020-04-01,14,10
Andorra,42.506,1.522,,428,2020-04-02,15,10
Andorra,42.506,1.522,,439,2020-04-03,16,16
Andorra,42.506,1.522,,466,2020-04-04,17,21
Andorra,42.506,1.522,,501,2020-04-05,18,26
Andorra,42.506,1.522,,525,2020-04-06,21,31
Andorra,42.506,1.522,,545,2020-04-07,22,39
Andorra,42.506,1.522,,564,2020-04-08,23,52
Andorra,42.506,1.522,,583,2020-04-09,25,58
Angola,-11.203,17.874,,0,2020-01-22,0,0
Angola,-11.203,17.874,,0,2020-01-23,0,0
Angola,-11.203,17.874,,0,2020-01-24,0,0
Angola,-11.203,17.874,,0,2020-01-25,0,0
Angola,-11.203,17.874,,0,2020-01-26,0,0
Angola,-11.203,17.874,,0,2020-01-27,0,0
Angola,-11.203,17.874,,0,2020-01-28,0,0
Angola,-11.203,17.874,,0,2020-01-29,0,0
Angola,-11.203,17.874,,0,2020-01-30,0,0
Angola,-11.203,17.874,,0,2020-01-31,0,0
Angola,-11.203,17.874,,0,2020-02-01,0,0
Angola,-11.203,17.874,,0,2020-02-02,0,0
Angola,-11.203,17.874,,0,2020-02-03,0,0
Angola,-11.203,17.874,,0,2020-02-04,0,0
Angola,-11.203,17.874,,0,2020-02-05,0,0
Angola,-11.203,17.874,,0,2020-02-06,0,0
Angola,-11.203,17.874,,0,2020-02-07,0,0
Angola,-11.203,17.874,,0,2020-02-08,0,0
Angola,-11.203,17.874,,0,2020-02-09,0,0
Angola,-11.203,17.874,,0,2020-02-10,0,0
Angola,-11.203,17.874,,0,2020-02-11,0,0
Angola,-11.203,17.874,,0,2020-02-12,0,0
Angola,-11.203,17.874,,0,2020-02-13,0,0
Angola,-11.203,17.874,,0,2020-02-14,0,0
Angola,-11.203,17.874,,0,2020-02-15,0,0
Angola,-11.203,17.874,,0,2020-02-16,0,0
Angola,-11.203,17.874,,0,2020-02-17,0,0
Angola,-11.203,17.874,,0,2020-02-18,0,0
Angola,-11.203,17.874,,0,2020-02-19,0,0
Angola,-11.203,17.874,,0,2020-02-20,0,0
Angola,-11.203,17.874,,0,2020-02-21,0,0
Angola,-11.203,17.874,,0,2020-02-22,0,0
Angola,-11.203,17.874,,0,2020-02-23,0,0
Angola,-11.203,17.874,,0,2020-02-24,0,0
Angola,-11.203,17.874,,0,2020-02-25,0,0
Angola,-11.203,17.874,,0,2020-02-26,0,0
Angola,-11.203,17.874,,0,2020-02-27,0,0
Angola,-11.203,17.874,,0,2020-02-28,0,0
Angola,-11.203,17.874,,0,2020-02-29,0,0
Angola,-11.203,17.874,,0,2020-03-01,0,0
Angola,-11.203,17.874,,0,2020-03-02,0,0
Angola,-11.203,17.874,,0,2020-03-03,0,0
Angola,-11.203,17.874,,0,2020-03-04,0,0
Angola,-11.203,17.874,,0,2020-03-05,0,0
Angola,-11.203,17.874,,0,2020-03-06,0,0
Angola,-11.203,17.874,,0,2020-03-07,0,0
Angola,-11.203,17.874,,0,2020-03-08,0,0
Angola,-11.203,17.874,,0,2020-03-09,0,0
Angola,-11.203,17.874,,0,2020-03-10,0,0
Angola,-11.203,17.874,,0,2020-03-11,0,0
Angola,-11.203,17.874,,0,2020-03-12,0,0
Angola,-11.203,17.874,,0,2020-03-13,0,0
Angola,-11.203,17.874,,0,2020-03-14,0,0
Angola,-11.203,17.874,,0,2020-03-15,0,0
Angola,-11.203,17.874,,0,2020-03-16,0,0
Angola,-11.203,17.874,,0,2020-03-17,0,0
Angola,-11.203,17.874,,0,2020-03-18,0,0
Angola,-11.203,17.874,,0,2020-03-19,0,0
Angola,-11.203,17.874,,1,2020-03-20,0,0
Angola,-11.203,17.874,,2,2020-03-21,0,0
Angola,-11.203,17.874,,2,2020-03-22,0,0
Angola,-11.203,17.874,,3,2020-03-23,0,0
Angola,-11.203,17.874,,3,2020-03-24,0,0
Angola,-11.203,17.874,,3,2020-03-25,0,0
Angola,-11.203,17.874,,4,2020-03-26,0,0
Angola,-11.203,17.874,,4,2020-03-27,0,0
Angola,-11.203,17.874,,5,2020-03-28,0,0
Angola,-11.203,17.874,,7,2020-03-29,2,0
Angola,-11.203,17.874,,7,2020-03-30,2,0
Angola,-11.203,17.874,,7,2020-03-31,2,1
Angola,-11.203,17.874,,8,2020-04-01,2,1
Angola,-11.203,17.874,,8,2020-04-02,2,1
Angola,-11.203,17.874,,8,2020-04-03,2,1
Angola,-11.203,17.874,,10,2020-04-04,2,2
Angola,-11.203,17.874,,14,2020-04-05,2,2
Angola,-11.203,17.874,,16,2020-04-06,2,2
Angola,-11.203,17.874,,17,2020-04-07,2,2
Angola,-11.203,17.874,,19,2020-04-08,2,2
Angola,-11.203,17.874,,19,2020-04-09,2,2
Antigua and Barbuda,17.061,-61.796,,0,2020-01-22,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-23,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-24,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-25,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-26,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-27,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-28,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-29,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-30,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-01-31,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-01,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-02,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-03,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-04,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-05,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-06,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-07,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-08,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-09,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-10,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-11,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-12,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-13,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-14,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-15,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-16,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-17,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-18,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-19,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-20,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-21,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-22,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-23,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-24,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-25,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-26,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-27,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-28,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-02-29,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-01,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-02,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-03,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-04,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-05,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-06,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-07,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-08,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-09,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-10,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-11,0,0
Antigua and Barbuda,17.061,-61.796,,0,2020-03-12,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-13,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-14,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-15,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-16,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-17,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-18,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-19,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-20,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-21,0,0
Antigua and Barbuda,17.061,-61.796,,1,2020-03-22,0,0
Antigua and Barbuda,17.061,-61.796,,3,2020-03-23,0,0
Antigua and Barbuda,17.061,-61.796,,3,2020-03-24,0,0
Antigua and Barbuda,17.061,-61.796,,3,2020-03-25,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-26,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-27,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-28,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-29,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-30,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-03-31,0,0
Antigua and Barbuda,17.061,-61.796,,7,2020-04-01,0,0
Antigua and Barbuda,17.061,-61.796,,9,2020-04-02,0,0
Antigua and Barbuda,17.061,-61.796,,15,2020-04-03,0,0
Antigua and Barbuda,17.061,-61.796,,15,2020-04-04,0,0
Antigua and Barbuda,17.061,-61.796,,15,2020-04-05,0,0
Antigua and Barbuda,17.061,-61.796,,15,2020-04-06,0,0
Antigua and Barbuda,17.061,-61.796,,19,2020-04-07,1,0
Antigua and Barbuda,17.061,-61.796,,19,2020-04-08,2,0
Antigua and Barbuda,17.061,-61.796,,19,2020-04-09,2,0
Argentina,-38.416,-63.617,,0,2020-01-22,0,0
Argentina,-38.416,-63.617,,0,2020-01-23,0,0
Argentina,-38.416,-63.617,,0,2020-01-24,0,0
Argentina,-38.416,-63.617,,0,2020-01-25,0,0
Argentina,-38.416,-63.617,,0,2020-01-26,0,0
Argentina,-38.416,-63.617,,0,2020-01-27,0,0
Argentina,-38.416,-63.617,,0,2020-01-28,0,0
Argentina,-38.416,-63.617,,0,2020-01-29,0,0
Argentina,-38.416,-63.617,,0,2020-01-30,0,0
Argentina,-38.416,-63.617,,0,2020-01-31,0,0
Argentina,-38.416,-63.617,,0,2020-02-01,0,0
Argentina,-38.416,-63.617,,0,2020-02-02,0,0
Argentina,-38.416,-63.617,,0,2020-02-03,0,0
Argentina,-38.416,-63.617,,0,2020-02-04,0,0
Argentina,-38.416,-63.617,,0,2020-02-05,0,0
Argentina,-38.416,-63.617,,0,2020-02-06,0,0
Argentina,-38.416,-63.617,,0,2020-02-07,0,0
Argentina,-38.416,-63.617,,0,2020-02-08,0,0
